bathrooms,bedrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,dist_stop,ncult,age,since_renovated,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15,district_name
2.5,5,1.0,0,0,4,8,98040,47.5416,-122.231,352.0,0.0,40,40,223.89623,1421.4159,130.0642,93.83203,226.68332,1421.4159,Mercer Island
2.5,3,1.0,0,0,3,9,98011,47.7394,-122.204,372.0,0.0,25,25,215.53496,892.79783,160.72219,54.81277,227.61235,892.612024,King County
2.25,5,1.0,0,1,3,8,98005,47.5871,-122.173,160.0,0.0,43,43,270.34773,878.304962,177.44473,92.903,222.9672,993.13307,Bellevue
2.5,3,2.0,0,0,3,9,98052,47.6383,-122.097,116.0,0.0,14,14,291.71542,911.192624,232.2575,59.45792,220.18010999999998,930.330642,King County
1.0,2,1.0,0,0,4,6,98070,47.3735,-122.43,270.0,0.0,35,35,104.05136,920.8545359999999,104.05136,0.0,143.07062,905.80425,King County
2.5,4,2.0,0,0,3,7,98053,47.6884,-122.044,246.0,0.0,12,12,282.42512,892.426218,282.42512,0.0,157.00607,357.583647,King County
4.0,4,2.0,0,0,3,11,98004,47.6165,-122.216,158.0,0.0,14,14,435.71507,641.0307,323.30244,112.41263,260.1284,1044.22972,Bellevue
2.75,4,1.0,0,0,4,8,98042,47.3493,-122.062,991.0,0.0,26,26,298.21863,3873.033167,149.57383,148.6448,195.09629999999999,3844.697752,King County
1.0,2,1.0,0,0,4,6,98027,47.4771,-122.03,2531.0,0.0,66,66,136.56741,7527.093963,136.56741,0.0,241.5478,6474.967488,King County
1.0,2,3.0,0,0,3,7,98115,47.6912,-122.313,106.0,6.0,4,4,105.07329299999999,121.145512,105.07329299999999,0.0,105.07329299999999,185.06277599999999,Seattle
3.0,4,2.5,0,0,3,9,98022,47.2411,-121.932,7213.0,1.0,9,9,251.76713,20234.2734,251.76713,0.0,251.76713,20234.2734,King County
5.25,6,2.0,0,0,3,7,98126,47.5656,-122.372,78.0,3.0,44,44,334.4508,367.89588,222.9672,111.4836,134.70935,427.3538,Seattle
1.5,2,2.0,0,0,3,7,98115,47.678,-122.322,152.0,15.0,14,14,109.62554,96.061702,104.05136,5.57418,105.630711,96.061702,Seattle
2.75,4,1.0,0,0,3,8,98109,47.6406,-122.344,65.0,2.0,64,64,209.03175,529.5471,111.4836,97.54814999999999,159.79316,357.67655,Seattle
2.0,3,1.0,0,0,3,7,98034,47.725,-122.2,216.0,0.0,43,43,155.14801,715.3531,108.69651,46.4515,139.3545,731.611125,Kirkland
1.75,3,1.0,0,0,4,7,98023,47.3208,-122.337,258.0,1.0,53,53,129.13517,1690.8346,129.13517,0.0,168.15443,898.836525,Federal Way
2.5,3,2.0,0,0,3,9,98077,47.7211,-122.028,2441.0,0.0,17,17,243.40586,4770.940662,243.40586,0.0,243.40586,3441.312926,King County
1.5,5,1.0,0,0,5,6,98166,47.4692,-122.35,266.0,3.0,95,95,139.3545,660.726136,70.60628,68.74822,111.4836,660.726136,King County
2.5,3,2.0,0,0,3,8,98092,47.2583,-122.203,2419.0,0.0,3,3,149.388024,447.606654,149.388024,0.0,186.642127,483.0956,King County
2.0,2,1.0,0,0,3,8,98053,47.72,-122.024,2280.0,0.0,9,9,111.4836,362.3217,111.4836,0.0,133.78032,518.39874,King County
1.0,3,1.0,0,0,4,6,98030,47.3746,-122.181,291.0,0.0,34,34,131.92226,817.5464,101.26427,30.657989999999998,137.49644,743.224,Kent
3.5,5,2.0,0,0,3,9,98006,47.5628,-122.114,742.0,0.0,30,30,257.34131,864.462415,257.34131,0.0,234.11556,907.941019,Bellevue
2.5,3,2.0,0,0,3,7,98118,47.5412,-122.288,415.0,6.0,12,12,145.85771,266.167095,145.85771,0.0,149.57383,239.87554599999999,Seattle
3.0,8,1.0,0,0,3,7,98055,47.4859,-122.205,301.0,5.0,56,56,264.77355,1181.168742,264.77355,0.0,137.49644,459.126626,Renton
2.5,4,2.0,0,0,3,9,98058,47.4557,-122.13,469.0,0.0,3,3,200.11306199999999,385.826159,200.11306199999999,0.0,200.11306199999999,380.066173,King County
1.75,3,1.0,0,0,3,7,98075,47.5913,-122.01,2184.0,0.0,37,37,174.65764,10117.1367,174.65764,0.0,253.62519,3505.323093,Sammamish
3.25,3,3.0,0,0,3,8,98102,47.6357,-122.324,161.0,5.0,14,14,138.42547,83.798506,113.34166,25.08381,143.99965,101.450076,Seattle
1.5,3,1.0,0,0,4,7,98004,47.6296,-122.205,205.0,1.0,63,63,119.84487,759.482025,76.18046,43.66441,197.88339,796.829031,Bellevue
2.5,3,1.0,0,0,3,7,98038,47.3601,-122.032,359.0,0.0,3,3,192.773725,3674.5923589999998,192.773725,0.0,182.08988,840.493441,King County
2.5,3,2.0,0,2,3,9,98065,47.5445,-121.871,1202.0,0.0,13,13,288.92833,1089.473481,288.92833,0.0,393.90872,1240.533759,King County
1.0,2,1.0,0,0,3,7,98125,47.7307,-122.302,343.0,0.0,71,71,132.85129,726.408557,103.12233,29.72896,128.20614,694.264119,Seattle
2.25,3,2.0,0,1,4,9,98040,47.5574,-122.214,706.0,0.0,42,42,196.95436,1267.568532,131.92226,65.0321,274.06385,1584.92518,Mercer Island
2.5,3,2.0,0,0,3,8,98022,47.2114,-122.009,532.0,0.0,24,24,219.25108,814.201892,219.25108,0.0,219.25108,812.529638,King County
2.75,4,2.0,0,0,3,7,98028,47.7401,-122.226,262.0,0.0,1,1,277.77997,420.014463,277.77997,0.0,239.68974,700.395717,King County
2.5,3,2.0,0,0,3,7,98106,47.5582,-122.363,71.0,2.0,8,8,130.99323,123.096475,109.62554,21.36769,117.98681,119.101646,Seattle
1.75,3,1.0,0,0,4,7,98001,47.3575,-122.28,1286.0,0.0,34,34,134.70935,1126.448875,134.70935,0.0,112.41263,1126.448875,King County
4.75,5,2.0,0,2,3,13,98177,47.7334,-122.362,89.0,1.0,19,19,732.07564,2252.89775,732.07564,0.0,254.55422,999.729183,Seattle
2.5,3,2.0,0,0,3,7,98065,47.5288,-121.846,630.0,0.0,11,11,220.18010999999998,565.0360459999999,220.18010999999998,0.0,249.90906999999999,571.539256,King County
2.5,4,2.0,0,0,3,7,98019,47.7241,-121.957,760.0,0.0,12,12,196.95436,603.590791,196.95436,0.0,207.17369,585.2889,King County
2.5,3,3.0,1,4,3,10,98074,47.6318,-122.071,1721.0,0.0,9,9,262.91549,402.641602,262.91549,0.0,262.91549,3549.916533,Sammamish
2.5,4,2.0,0,0,4,8,98006,47.5478,-122.153,67.0,0.0,28,28,218.32205,743.316903,218.32205,0.0,228.54138,743.316903,Bellevue
2.5,3,1.0,0,0,4,7,98125,47.7078,-122.288,262.0,1.0,47,47,137.49644,778.620043,137.49644,0.0,158.86413,747.86915,Seattle
2.5,4,2.0,0,0,3,10,98006,47.5529,-122.12,1122.0,0.0,21,21,247.12198,786.795507,247.12198,0.0,271.27676,993.7833909999999,Bellevue
1.0,3,1.0,0,0,5,5,98010,47.3091,-122.006,216.0,2.0,115,115,89.18688,1004.745945,89.18688,0.0,123.56099,1004.745945,King County
2.0,4,2.0,0,0,4,7,98055,47.4777,-122.212,229.0,5.0,86,86,200.67048,445.9344,119.84487,80.82561,145.85771,445.9344,Renton
2.0,2,1.0,0,0,3,8,98053,47.7106,-122.03,1383.0,0.0,12,12,125.41905,392.515175,125.41905,0.0,154.21898,392.515175,King County
1.5,3,1.0,0,0,4,7,98033,47.6918,-122.163,172.0,0.0,54,54,144.92867999999999,891.8688,144.92867999999999,0.0,141.21256,929.03,King County
1.5,3,1.0,0,0,4,6,98198,47.422,-122.321,109.0,0.0,61,61,117.98681,662.212584,117.98681,0.0,117.98681,741.923358,King County
1.75,3,1.0,0,0,3,8,98005,47.5872,-122.173,168.0,0.0,55,55,193.23824,1102.386998,193.23824,0.0,208.10272,993.690488,Bellevue
2.5,3,2.0,0,0,3,8,98053,47.655,-122.009,3614.0,0.0,2,2,243.40586,4072.124296,243.40586,0.0,243.40586,11212.091458,King County
2.5,4,1.0,0,0,3,8,98052,47.6614,-122.138,495.0,0.0,39,39,190.45115,751.956882,97.54814999999999,92.903,184.87697,837.98506,King County
3.5,4,2.0,0,0,3,10,98027,47.5313,-122.074,1654.0,0.0,3,3,274.06385,347.178511,210.88981,63.17404,239.68974,332.68564299999997,King County
2.0,3,1.0,0,0,4,7,98177,47.7762,-122.367,151.0,1.0,67,67,147.71577,1042.557466,147.71577,0.0,200.67048,1514.3189,Shoreline
1.0,2,1.0,0,0,4,7,98103,47.6549,-122.352,88.0,26.0,104,104,116.12875,401.34096,78.96755,37.1612,141.21256,401.34096,Seattle
4.0,4,2.0,0,0,3,11,98040,47.5769,-122.215,335.0,1.0,25,25,376.25715,884.157851,312.15408,64.10307,309.36699,876.632708,Mercer Island
3.5,4,2.0,0,0,3,9,98029,47.5522,-122.001,1993.0,1.0,3,3,284.28318,424.845419,223.89623,60.38695,294.50251,337.609502,King County
4.0,4,1.0,0,0,3,7,98199,47.6557,-122.388,107.0,0.0,53,1,248.98004,557.418,128.20614,120.7739,179.30279,557.418,Seattle
2.25,3,1.0,0,0,3,7,98033,47.6693,-122.176,152.0,0.0,39,39,131.92226,1251.217604,89.18688,42.73538,137.49644,1020.07494,Kirkland
2.0,3,3.0,0,0,3,9,98126,47.5432,-122.376,39.0,3.0,1,1,169.08346,126.069371,169.08346,0.0,158.86413,127.46291599999999,Seattle
2.75,4,2.0,0,0,3,9,98053,47.6367,-121.958,4186.0,0.0,20,20,293.57348,3970.023899,293.57348,0.0,175.58667,2229.672,King County
0.0,0,2.0,0,0,3,8,98031,47.4095,-122.168,846.0,0.0,25,25,228.54138,747.776247,228.54138,0.0,234.11556,747.86915,Kent
1.5,4,1.0,0,0,4,5,98055,47.4667,-122.215,610.0,0.0,85,85,157.00607,1026.949762,157.00607,0.0,157.00607,839.84312,Renton
2.5,5,2.0,0,0,3,8,98031,47.4042,-122.204,497.0,0.0,10,10,254.55422,507.25038,254.55422,0.0,269.4187,554.723813,Kent
2.5,4,2.0,0,0,5,7,98010,47.3107,-122.001,361.0,2.0,16,16,176.887312,761.8046,176.887312,0.0,144.92867999999999,1154.412678,King County
3.25,4,2.0,0,3,3,10,98023,47.3241,-122.378,1155.0,1.0,26,26,393.90872,2381.940017,329.80565,64.10307,333.52177,2319.509201,Federal Way
2.25,4,1.0,0,2,3,8,98023,47.3202,-122.383,610.0,0.0,45,45,234.11556,743.224,156.07704,78.03852,213.6769,743.224,Federal Way
1.75,4,1.0,0,2,3,8,98115,47.6935,-122.312,74.0,4.0,56,56,179.30279,624.30816,104.98039,74.3224,171.87055,592.72114,Seattle
1.75,4,1.0,0,0,3,7,98125,47.7136,-122.29,96.0,3.0,56,56,206.24466,589.93405,103.12233,103.12233,181.16085,752.5143,Seattle
1.0,4,1.5,0,0,5,7,98177,47.7181,-122.371,476.0,0.0,64,64,117.05778,790.140015,117.05778,0.0,137.49644,752.5143,Seattle
2.0,4,1.0,0,0,4,7,98008,47.6332,-122.118,202.0,0.0,52,52,181.16085,923.45582,181.16085,0.0,178.37376,861.21081,Bellevue
1.75,2,2.0,0,0,3,7,98136,47.5426,-122.388,89.0,4.0,12,12,98.47718,111.669406,70.60628,27.8709,98.47718,138.704179,Seattle
2.25,3,1.0,0,0,4,8,98178,47.5018,-122.23,253.0,0.0,34,34,180.23182,1078.789636,102.1933,78.03852,202.52854,831.853462,King County
2.75,5,1.0,0,4,4,7,98092,47.2838,-122.121,2688.0,0.0,47,47,252.69616,17967.997618,157.9351,94.76106,261.98646,23067.071676,King County
2.0,3,1.0,0,0,3,7,98038,47.3889,-122.048,379.0,3.0,24,24,118.91584,649.763582,118.91584,0.0,119.84487,698.073142,King County
1.0,2,1.0,0,0,5,6,98106,47.5232,-122.354,103.0,0.0,73,73,84.54173,433.113786,84.54173,0.0,82.68367,562.06315,Seattle
1.75,4,1.5,0,0,3,8,98109,47.6369,-122.355,151.0,7.0,104,104,223.89623,557.418,223.89623,0.0,118.91584,371.612,Seattle
2.5,4,2.0,0,0,3,8,98019,47.7346,-121.97,1186.0,0.0,23,23,201.59951,1302.871672,201.59951,0.0,208.10272,1303.3361869999999,King County
2.75,4,1.0,0,0,5,7,98033,47.6999,-122.2,601.0,0.0,38,38,177.44473,1055.006468,107.76748,69.67725,164.43831,1055.099371,Kirkland
3.5,4,2.0,0,0,3,12,98053,47.6605,-122.069,811.0,0.0,25,25,505.39232,3613.9267,505.39232,0.0,448.72149,3838.101639,King County
1.5,3,2.0,0,0,3,7,98155,47.7527,-122.306,651.0,2.0,88,88,149.57383,778.062625,149.57383,0.0,149.57383,846.067621,Shoreline
2.25,3,1.0,0,0,4,7,98058,47.4579,-122.164,222.0,0.0,46,46,162.58025,863.812094,130.99323,31.58702,159.79316,731.611125,King County
1.75,3,1.0,0,0,3,7,98055,47.488,-122.221,105.0,1.0,54,54,184.87697,603.8695,101.26427,83.6127,199.74145,603.8695,Renton
1.75,3,1.0,0,2,4,9,98006,47.5604,-122.133,307.0,0.0,36,36,340.95401,1104.059252,181.16085,159.79316,280.56706,905.525541,Bellevue
2.5,4,1.0,0,2,5,8,98177,47.7228,-122.369,282.0,1.0,63,63,193.23824,752.5143,113.34166,79.89658,194.16727,752.5143,Seattle
2.25,3,2.0,0,0,3,8,98106,47.555,-122.363,151.0,2.0,8,8,117.05778,85.00624499999999,94.76106,22.29672,117.05778,98.105568,Seattle
2.5,4,2.0,0,0,3,8,98023,47.2793,-122.352,364.0,0.0,9,9,213.6769,900.23007,213.6769,0.0,111.4836,844.023755,Federal Way
1.5,3,1.0,0,0,3,7,98133,47.7211,-122.33,426.0,2.0,65,65,161.65122,649.206164,148.6448,13.00642,153.28995,696.7725,Seattle
2.75,4,1.5,0,0,3,7,98198,47.3668,-122.31,628.0,0.0,53,53,168.15443,806.119331,168.15443,0.0,161.65122,806.119331,King County
1.5,3,1.0,0,0,3,6,98168,47.4821,-122.331,290.0,0.0,77,77,140.28353,613.1598,140.28353,0.0,91.97397,613.1598,King County
4.0,5,2.0,0,0,3,10,98033,47.6489,-122.183,987.0,0.0,32,32,349.31528,2605.00012,349.31528,0.0,318.65729,3260.5236879999998,Kirkland
3.5,3,2.0,0,0,3,11,98102,47.6452,-122.317,319.0,3.0,13,13,359.53461,354.796557,256.41228,103.12233,235.04459,510.9665,Seattle
1.75,3,1.0,0,0,4,6,98002,47.2853,-122.22,201.0,0.0,58,58,99.40621,752.5143,99.40621,0.0,117.05778,752.5143,King County
3.5,4,2.0,0,2,3,12,98006,47.5519,-122.106,1451.0,0.0,17,17,379.04424,1342.44835,298.21863,80.82561,379.04424,1125.426942,Bellevue
1.5,3,1.0,0,0,4,7,98055,47.4404,-122.191,550.0,1.0,52,52,155.14801,1078.60383,155.14801,0.0,179.30279,947.6106,Renton
2.25,3,1.0,0,0,3,7,98034,47.7241,-122.168,366.0,0.0,41,41,169.08346,748.612374,117.05778,52.02568,171.87055,685.995752,Kirkland
2.25,4,2.0,0,0,3,7,98059,47.477,-122.116,69.0,0.0,30,30,258.27034,1400.512725,258.27034,0.0,153.28995,2372.928426,King County
3.5,5,1.0,0,1,3,8,98056,47.4891,-122.19,16.0,0.0,14,14,352.10237,761.8046,196.95436,155.14801,161.65122,806.026428,Renton
2.5,3,2.0,0,0,3,8,98092,47.2621,-122.221,1295.0,0.0,18,18,157.9351,575.9986,157.9351,0.0,159.79316,576.463115,King County
1.75,3,1.0,0,0,4,8,98199,47.6481,-122.406,342.0,3.0,74,74,158.86413,549.335439,104.05136,54.81277,271.27676,550.171566,Seattle
3.25,5,1.0,0,2,3,10,98033,47.6643,-122.202,254.0,1.0,10,10,328.87662,554.723813,185.806,143.07062,261.98646,560.112187,Kirkland
1.5,5,1.0,0,0,4,7,98008,47.6111,-122.126,447.0,2.0,56,56,201.59951,799.89483,114.27069,87.32882,155.14801,799.89483,Bellevue
1.75,4,1.0,0,0,4,7,98106,47.5353,-122.349,212.0,1.0,60,60,195.09629999999999,662.862905,97.54814999999999,97.54814999999999,160.72219,371.612,Seattle
1.0,3,1.0,0,0,3,7,98108,47.5658,-122.292,359.0,10.0,61,61,110.55457,580.64375,91.97397,18.5806,163.50928,597.737902,Seattle
2.5,4,1.0,0,0,3,8,98052,47.6403,-122.105,227.0,0.0,38,12,162.58025,836.127,130.99323,31.58702,196.95436,891.8688,King County
3.0,5,2.0,0,0,3,9,98133,47.7226,-122.33,381.0,2.0,7,7,279.63803,683.487371,279.63803,0.0,220.18010999999998,747.86915,Seattle
2.5,4,1.5,0,0,4,11,98005,47.6404,-122.171,371.0,0.0,31,31,323.30244,1130.0720919999999,323.30244,0.0,367.89588,1565.880065,Bellevue
2.5,2,2.0,0,0,3,7,98003,47.3236,-122.323,266.0,0.0,29,29,115.19972,249.816167,115.19972,0.0,132.85129,335.286927,Federal Way
4.0,6,1.0,0,0,3,7,98108,47.5556,-122.294,365.0,16.0,17,17,211.81884,490.063325,117.98681,93.83203,163.50928,617.061726,Seattle
1.0,3,1.0,0,0,4,7,98056,47.5074,-122.175,385.0,0.0,57,57,117.98681,702.904098,117.98681,0.0,165.36734,698.63056,Renton
3.75,4,3.0,0,0,3,11,98117,47.6992,-122.385,230.0,1.0,21,21,335.37982999999997,734.305312,305.65087,29.72896,228.54138,678.1919,Seattle
1.75,3,2.0,0,0,4,8,98115,47.6962,-122.312,43.0,4.0,52,52,278.709,502.883939,176.5157,102.1933,143.99965,502.883939,Seattle
1.0,2,1.5,0,0,4,7,98117,47.6786,-122.379,211.0,4.0,106,106,175.58667,483.281406,175.58667,0.0,155.14801,473.8053,Seattle
1.75,3,1.0,0,0,4,7,98030,47.3766,-122.18,538.0,0.0,32,32,106.83845,750.563337,106.83845,0.0,143.07062,687.3892969999999,Kent
3.5,5,2.0,0,0,3,10,98053,47.6403,-121.992,4308.0,0.0,21,21,359.53461,6090.3490679999995,359.53461,0.0,398.55387,6226.266157,King County
3.0,4,2.0,0,0,3,8,98028,47.7649,-122.253,696.0,1.0,34,34,226.68332,897.814592,175.58667,51.09665,221.10914,892.704927,King County
2.5,3,2.0,0,0,3,8,98092,47.3203,-122.184,197.0,0.0,25,25,209.96078,746.94012,209.96078,0.0,222.03817,746.94012,King County
2.5,4,2.0,0,0,3,9,98105,47.666,-122.276,243.0,7.0,9,9,297.2896,700.024105,297.2896,0.0,153.28995,636.38555,Seattle
2.25,3,3.0,0,0,3,8,98103,47.6907,-122.343,109.0,5.0,8,8,116.12875,80.918513,116.12875,0.0,116.12875,107.58167399999999,Seattle
3.25,3,2.0,0,0,3,8,98023,47.3078,-122.338,801.0,0.0,28,28,290.78639,864.183706,203.45757,87.32882,218.32205,738.485947,Federal Way
1.75,3,1.0,0,0,3,7,98031,47.3902,-122.208,396.0,0.0,19,19,122.63195999999999,967.677648,122.63195999999999,0.0,155.14801,742.387873,Kent
1.0,2,1.0,0,1,4,7,98198,47.4013,-122.319,201.0,4.0,57,57,236.90265,2013.672525,149.57383,87.32882,188.59309,983.935673,King County
1.75,3,3.0,0,0,3,8,98144,47.5929,-122.308,218.0,16.0,0,0,142.14159,76.644975,142.14159,0.0,146.78674,177.909245,Seattle
2.75,5,1.0,0,2,5,9,98003,47.3379,-122.322,1055.0,1.0,40,40,357.39784099999997,1640.109562,213.583997,143.813844,249.90906999999999,1425.503632,Federal Way
2.25,3,1.0,0,0,4,8,98117,47.6921,-122.386,141.0,4.0,54,54,155.14801,595.879842,155.14801,0.0,197.88339,653.572605,Seattle
2.5,3,2.0,0,0,3,8,98155,47.7603,-122.307,564.0,2.0,18,18,181.16085,638.336513,181.16085,0.0,181.16085,711.915689,Shoreline
1.0,3,1.0,0,0,3,7,98003,47.3217,-122.317,99.0,0.0,60,60,92.903,981.0556799999999,92.903,0.0,110.55457,870.965625,Federal Way
1.0,3,1.5,0,0,3,7,98106,47.5177,-122.353,65.0,0.0,86,86,101.26427,629.046213,101.26427,0.0,114.27069,433.113786,Seattle
2.25,4,1.0,0,0,4,7,98045,47.4629,-121.743,3109.0,0.0,36,36,148.6448,1422.530736,100.33524,48.30956,150.50286,1149.674625,King County
1.0,1,1.0,0,0,4,6,98118,47.5289,-122.272,195.0,6.0,107,107,66.89016,464.515,66.89016,0.0,108.69651,464.515,Seattle
2.75,5,2.0,0,0,3,11,98058,47.4289,-122.094,2797.0,0.0,15,15,337.23789,3573.142283,337.23789,0.0,412.48932,4680.267334,King County
1.0,3,1.0,0,0,4,7,98070,47.4482,-122.462,168.0,6.0,74,74,168.15443,1214.056404,126.34808,41.80635,130.0642,1214.056404,King County
1.75,5,1.0,0,0,4,7,98042,47.3628,-122.089,262.0,0.0,37,37,160.72219,483.0956,97.54814999999999,63.17404,125.41905,483.0956,King County
1.75,2,2.0,0,0,3,8,98029,47.5519,-121.999,2172.0,1.0,1,1,112.41263,96.61912,112.41263,0.0,112.41263,101.26427,King County
2.5,3,2.0,0,0,3,9,98011,47.7528,-122.195,163.0,3.0,14,14,260.1284,985.050509,260.1284,0.0,239.68974,985.050509,King County
2.5,3,2.0,0,0,5,8,98119,47.6452,-122.371,70.0,6.0,96,96,151.43189,245.26391999999998,151.43189,0.0,151.43189,278.709,Seattle
3.0,5,1.0,0,0,5,7,98106,47.536,-122.358,186.0,1.0,86,46,224.82526,719.06922,126.34808,98.47718,170.94152,629.88234,Seattle
2.75,4,2.0,0,0,3,8,98038,47.3771,-122.029,469.0,0.0,10,10,224.82526,603.404985,224.82526,0.0,224.82526,575.9986,King County
2.5,4,2.0,0,0,3,9,98053,47.6628,-122.056,1028.0,0.0,18,18,259.19937,6920.808985,259.19937,0.0,259.19937,2289.408629,King County
2.75,4,1.0,0,2,4,7,98008,47.616,-122.113,176.0,1.0,55,55,181.16085,643.81779,116.12875,65.0321,181.16085,795.24968,Bellevue
1.0,2,1.5,0,0,3,8,98112,47.6368,-122.306,436.0,3.0,88,88,143.99965,297.2896,143.99965,0.0,167.2254,365.759111,Seattle
2.5,4,1.0,0,0,5,8,98052,47.636,-122.097,282.0,1.0,47,47,189.52212,857.030175,149.57383,39.94829,160.72219,857.030175,King County
3.0,4,1.5,0,0,5,7,98116,47.5721,-122.381,569.0,4.0,96,96,258.27034,464.515,158.86413,99.40621,106.83845,464.515,Seattle
2.75,4,1.0,0,0,5,8,98056,47.5378,-122.17,282.0,1.0,39,39,199.74145,921.133245,115.19972,84.54173,183.94794,866.320475,King County
1.0,3,1.0,0,0,4,7,98126,47.5196,-122.371,235.0,1.0,61,61,111.4836,724.6434,111.4836,0.0,114.27069,656.82421,Seattle
2.75,4,2.0,0,0,5,7,98033,47.6829,-122.195,286.0,3.0,48,48,194.16727,749.169792,194.16727,0.0,135.63838,780.3851999999999,Kirkland
1.0,3,1.0,0,0,4,6,98023,47.3275,-122.338,457.0,0.0,54,54,78.03852,786.88841,78.03852,0.0,78.03852,785.03035,Federal Way
2.75,4,1.0,0,0,3,8,98007,47.5929,-122.133,426.0,0.0,58,14,221.10914,1467.8674,156.07704,65.0321,181.16085,1091.703153,Bellevue
2.5,3,1.0,0,0,4,7,98008,47.607,-122.12,149.0,0.0,58,58,101.26427,715.3531,101.26427,0.0,161.65122,715.3531,Bellevue
2.0,2,1.0,0,0,4,6,98118,47.5354,-122.278,257.0,5.0,61,61,80.82561,599.22435,68.74822,12.07739,152.36092,536.514825,Seattle
2.5,3,1.5,0,0,3,11,98077,47.7133,-122.079,903.0,0.0,25,25,276.85094,1759.118305,276.85094,0.0,340.95401,1693.157175,King County
2.25,3,1.0,0,0,4,8,98003,47.2752,-122.319,1579.0,0.0,37,37,191.38018,3565.338431,144.92867999999999,46.4515,193.23824,5621.839239,Federal Way
1.5,3,1.5,0,0,5,7,98107,47.6652,-122.362,227.0,7.0,100,100,170.94152,464.515,124.49002,46.4515,170.94152,464.515,Seattle
2.25,4,1.0,0,0,4,9,98177,47.7027,-122.378,190.0,3.0,64,64,347.45722,1672.254,173.72861,173.72861,242.47683,1012.828506,Seattle
2.75,5,1.5,0,0,4,7,98106,47.5655,-122.363,58.0,4.0,100,100,166.29637,464.515,98.47718,67.81919,130.0642,464.515,Seattle
1.5,4,2.0,0,0,4,7,98028,47.7516,-122.237,523.0,0.0,85,85,246.19295,3158.7019999999998,246.19295,0.0,182.08988,3158.7019999999998,King County
2.0,2,2.0,0,0,3,8,98116,47.5788,-122.41,72.0,4.0,11,11,104.05136,72.46433999999999,70.60628,33.44508,104.05136,122.817766,Seattle
2.75,5,1.5,0,0,4,7,98056,47.4999,-122.165,69.0,0.0,50,50,259.19937,706.0628,259.19937,0.0,137.49644,706.0628,Renton
1.0,2,1.0,0,0,3,6,98058,47.459,-122.181,484.0,0.0,57,57,100.33524,876.539805,100.33524,0.0,111.4836,855.63663,Renton
1.75,4,1.0,0,0,4,7,98125,47.7106,-122.286,426.0,1.0,76,51,178.37376,692.591865,89.18688,89.18688,178.37376,692.591865,Seattle
1.75,3,1.0,0,0,4,7,98166,47.4608,-122.358,169.0,0.0,64,64,154.21898,758.08848,154.21898,0.0,138.42547,752.5143,King County
1.0,4,1.5,0,0,5,7,98115,47.6827,-122.289,147.0,1.0,64,64,126.34808,535.6786979999999,126.34808,0.0,139.3545,529.918712,Seattle
1.75,3,1.0,0,0,4,8,98006,47.5586,-122.173,647.0,1.0,52,52,180.23182,778.155528,119.84487,60.38695,222.9672,805.8406219999999,Bellevue
2.5,3,2.0,0,0,3,8,98027,47.4594,-121.986,5926.0,0.0,21,21,203.45757,3207.754784,203.45757,0.0,228.54138,3521.116603,King County
2.5,5,1.5,0,0,3,6,98119,47.6522,-122.366,86.0,10.0,103,103,186.73503,334.4508,140.28353,46.4515,165.36734,334.4508,Seattle
2.0,3,1.0,0,0,3,7,98166,47.4745,-122.343,453.0,8.0,66,66,141.21256,692.684768,141.21256,0.0,161.65122,786.330992,King County
2.5,4,2.0,0,0,3,8,98022,47.1895,-122.015,814.0,1.0,14,14,261.05743,969.256999,261.05743,0.0,245.26391999999998,858.42372,King County
1.0,3,1.0,0,0,3,6,98008,47.6195,-122.118,283.0,2.0,56,56,87.32882,725.665333,87.32882,0.0,109.62554,695.84347,Bellevue
2.5,5,1.0,0,2,4,9,98006,47.5586,-122.134,498.0,0.0,38,38,280.56706,896.328144,183.94794,96.61912,268.48967,1170.391994,Bellevue
2.5,3,2.0,0,0,4,9,98034,47.7217,-122.256,1924.0,0.0,37,37,181.16085,1228.827981,181.16085,0.0,246.19295,1202.443529,Kirkland
2.75,4,1.0,0,0,4,7,98058,47.4513,-122.16,534.0,0.0,36,36,196.02533,1231.89378,119.84487,76.18046,183.94794,1023.419448,King County
2.75,3,2.0,0,0,3,9,98045,47.4347,-121.417,27300.0,0.0,17,17,195.09629999999999,962.660886,140.28353,54.81277,208.10272,1100.157326,King County
2.5,3,2.0,0,0,3,8,98027,47.5391,-122.069,734.0,0.0,12,12,215.53496,706.898927,215.53496,0.0,240.61877,371.612,King County
2.5,4,2.0,0,0,4,9,98077,47.7503,-122.074,391.0,0.0,24,24,329.80565,3315.615167,329.80565,0.0,311.22505,3317.659033,King County
1.0,2,1.0,0,2,4,7,98118,47.5128,-122.251,283.0,0.0,73,47,100.33524,580.64375,100.33524,0.0,195.09629999999999,638.708125,Seattle
2.0,3,1.0,0,0,5,7,98116,47.571,-122.391,370.0,3.0,96,96,201.59951,369.568134,124.49002,77.10949,125.41905,434.78604,Seattle
1.75,4,1.0,0,0,3,7,98033,47.6941,-122.173,259.0,0.0,64,32,291.71542,1163.052657,215.53496,76.18046,208.10272,678.935124,Kirkland
1.75,4,1.0,0,0,3,7,98030,47.35,-122.168,319.0,0.0,29,29,177.44473,759.110413,177.44473,0.0,177.44473,700.674426,Kent
